Nama Prodi,Nama PT,Jenjang
Sistem Informasi Akuntansi,Universitas Kristen Satya Wacana,D-III
Bimbingan Dan Konseling,Universitas Kristen Satya Wacana,S1
Akuntansi,Universitas Kristen Satya Wacana,S1
Agroteknologi,Universitas Kristen Satya Wacana,S1
Matematika,Universitas Kristen Satya Wacana,S1
Pendidikan Bahasa Inggris,Universitas Kristen Satya Wacana,S1
Teknik Komputer,Universitas Kristen Satya Wacana,S1
Biologi,Universitas Kristen Satya Wacana,S1
Manajemen,Universitas Kristen Satya Wacana,S1
Pendidikan Guru Sekolah Dasar,Universitas Kristen Satya Wacana,S1
Pendidikan Fisika,Universitas Kristen Satya Wacana,S1
Manajemen,Universitas Kristen Surakarta,S1
Konseling Pastoral,Universitas Kristen Surakarta,S1
Akuntansi,Universitas Kristen Surakarta,S1
Teknik Informatika,Universitas Kristen Surakarta,S1
Teknik Lingkungan,Universitas Kristen Surakarta,S1
Pendidikan Agama Kristen,Universitas Kristen Surakarta,S1
Agribisnis,Universitas Kristen Tentena,S1
Manajemen,Universitas Kristen Tentena,S1
Pendidikan Guru Pendidikan Anak Usia Dini,Universitas Kristen Tentena,S1
Ekonomi Pembangunan,Universitas Kristen Tentena,S1
Pendidikan Biologi,Universitas Kristen Tentena,S1
Sosiologi,Universitas Kristen Tentena,S1
Pendidikan Matematika,Universitas Kristen Tentena,S1
Pendidikan Matematika,Universitas Kristen Tentena,S1
Sosiologi,Universitas Kristen Tentena,S1
Pendidikan Bahasa Inggris,Universitas Kristen Tentena,S1
Ekonomi Pembangunan,Universitas Kristen Wira Wacana Sumba,S1
Teknologi Hasil Perikanan,Universitas Kristen Wira Wacana Sumba,S1
Hukum,Universitas Kristen Wira Wacana Sumba,S1
Manajemen,Universitas Kristen Wira Wacana Sumba,S1
Pendidikan Biologi,Universitas Kristen Wira Wacana Sumba,S1
Agribisnis,Universitas Kristen Wira Wacana Sumba,S1
Agroteknologi,Universitas Kristen Wira Wacana Sumba,S1
Pendidikan Matematika,Universitas Kristen Wira Wacana Sumba,S1
Peternakan,Universitas Kristen Wira Wacana Sumba,S1
Teknik Informatika,Universitas Kristen Wira Wacana Sumba,S1
Sistem Informasi,Universitas Kuningan,S1
Manajemen,Universitas Kuningan,S1
Teknik Informatika,Universitas Kuningan,D-III
Ilmu Hukum,Universitas Kuningan,S1
Pendidikan Biologi,Universitas Kuningan,S1
Pendidikan Matematika,Universitas Kuningan,S1
Pendidikan Guru Sekolah Dasar,Universitas Kuningan,S1
Manajemen Informatika,Universitas Kuningan,D-III
Pendidikan Ekonomi,Universitas Kuningan,S1
Akuntansi,Universitas Kuningan,S1
Pendidikan Bahasa Inggris,Universitas Kuningan,S1
Pendidikan Bahasa Dan Sastra Indonesia,Universitas Kuningan,S1
Desain Komunikasi Visual,Universitas Kuningan,S1
Kehutanan,Universitas Kuningan,S1
Teknik Informatika,Universitas Kuningan,S1
Pendidikan Bahasa Inggris,Universitas Kutai Kartanegara Tenggarong,S1
Teknik Pertambangan,Universitas Kutai Kartanegara Tenggarong,S1
Ilmu Administrasi Negara,Universitas Kutai Kartanegara Tenggarong,S1
Manajemen,Universitas Kutai Kartanegara Tenggarong,S1
Teknik Geologi,Universitas Kutai Kartanegara Tenggarong,D-III
Pendidikan Agama Islam,Universitas Kutai Kartanegara Tenggarong,S1
Teknologi Pendidikan,Universitas Kutai Kartanegara Tenggarong,S1
Agribisnis,Universitas Kutai Kartanegara Tenggarong,S1
Ilmu Hukum,Universitas Kutai Kartanegara Tenggarong,S1
Pendidikan Matematika,Universitas Labuhanbatu,S1
Pendidikan Pancasila Dan Kewarganegaraan,Universitas Labuhanbatu,S1
Manajemen,Universitas Labuhanbatu,S1
Hukum,Universitas Labuhanbatu,S1
Teknologi Informasi,Universitas Labuhanbatu,S1
Sistem Informasi,Universitas Labuhanbatu,S1
Akuntansi,Universitas Labuhanbatu,S1
Agroteknologi,Universitas Labuhanbatu,S1
Teknik Sipil,Universitas Lakidende Unahaa,S1
Pendidikan Matematika,Universitas Lakidende Unahaa,S1
Pendidikan Bahasa Dan Sastra Indonesia,Universitas Lakidende Unahaa,S1
Manajemen,Universitas Lakidende Unahaa,S1
Ilmu Administrasi Negara,Universitas Lakidende Unahaa,S1
Pendidikan Bahasa Inggris,Universitas Lakidende Unahaa,S1
Agribisnis,Universitas Lakidende Unahaa,S1
Ilmu Hukum,Universitas Lakidende Unahaa,S1
Perencanaan Wilayah Dan Kota,Universitas Lakidende Unahaa,S1
Pendidikan Bahasa Inggris,Universitas Lambung Mangkurat,S1
Pendidikan Matematika,Universitas Lambung Mangkurat,S1
Akuntansi,Universitas Lambung Mangkurat,D-III
Perpajakan,Universitas Lambung Mangkurat,D-III
Pendidikan Geografi,Universitas Lambung Mangkurat,S1
Pendidikan Luar Biasa,Universitas Lambung Mangkurat,S1
Analis Farmasi Dan Makanan,UNIVERSITAS LAMBUNG MANGKURAT,D-III
Pendidikan Guru Sekolah Dasar,Universitas Lambung Mangkurat,S1
Ilmu Administrasi Bisnis,Universitas Lambung Mangkurat,S1
Pendidikan Bahasa Dan Sastra Indonesia,Universitas Lambung Mangkurat,S1
Pendidikan Pancasila Dan Kewarganegaraan,Universitas Lambung Mangkurat,S1
Manajemen Sumber Daya Perairan,Universitas Lambung Mangkurat,S1
Kesehatan Masyarakat,UNIVERSITAS LAMBUNG MANGKURAT,S1
Matematika,Universitas Lambung Mangkurat,S1
Pendidikan Sejarah,Universitas Lambung Mangkurat,S1
Pendidikan Ekonomi,Universitas Lambung Mangkurat,S1
Bimbingan Konseling,Universitas Lambung Mangkurat,S1
Akuntan,Universitas Lambung Mangkurat,Profesi
Teknologi Informasi,Universitas Lambung Mangkurat,S1
Ilmu Pemerintahan,Universitas Lambung Mangkurat,S1
Proteksi Tanaman,Universitas Lambung Mangkurat,S1
Ilmu Komunikasi,Universitas Lambung Mangkurat,S1
Agribisnis,Universitas Lambung Mangkurat,S1
Pendidikan Biologi,Universitas Lambung Mangkurat,S1
Teknik Mesin,Universitas Lambung Mangkurat,S1
Peternakan,Universitas Lambung Mangkurat,S1
Pendidikan Ipa,Universitas Lambung Mangkurat,S1
Pendidikan Guru Pendidikan Anak Usia Dini,Universitas Lambung Mangkurat,S1
Pendidikan Ilmu Komputer,Universitas Lambung Mangkurat,S1
Pendidikan Ips,Universitas Lambung Mangkurat,S1
Teknologi Pendidikan,Universitas Lambung Mangkurat,S1
Agronomi,Universitas Lambung Mangkurat,S1
Agroekoteknologi,Universitas Lambung Mangkurat,S1
Ilmu Kelautan,Universitas Lambung Mangkurat,S1
Kehutanan,Universitas Lambung Mangkurat,S1
Profesi Insinyur,Universitas Lambung Mangkurat,Profesi
Fisika,Universitas Lambung Mangkurat,S1
Ilmu Tanah,Universitas Lambung Mangkurat,S1
Budidaya Perairan,Universitas Lambung Mangkurat,S1
Manajemen,Universitas Lambung Mangkurat,S1
Teknologi Industri Pertanian,Universitas Lambung Mangkurat,S1
Teknologi Hasil Perikanan,Universitas Lambung Mangkurat,S1
Teknik Sipil,Universitas Lambung Mangkurat,S1
Ilmu Hukum,Universitas Lambung Mangkurat,S1
Ekonomi Pembangunan,Universitas Lambung Mangkurat,S1
Teknik Pertambangan,Universitas Lambung Mangkurat,S1
Agrobisnis Perikanan,Universitas Lambung Mangkurat,S1
Teknik Lingkungan,Universitas Lambung Mangkurat,S1
Arsitektur,Universitas Lambung Mangkurat,S1
Psikologi,Universitas Lambung Mangkurat,S1
Ilmu Komputer,Universitas Lambung Mangkurat,S1
Akuakultur,Universitas Lambung Mangkurat,S1
Administrasi Publik,Universitas Lambung Mangkurat,S1
Pendidikan Sosiologi,Universitas Lambung Mangkurat,S1
Teknik Kimia,Universitas Lambung Mangkurat,S1
Sosiologi,Universitas Lambung Mangkurat,S1
Geografi,Universitas Lambung Mangkurat,S1
Akuntansi,Universitas Lambung Mangkurat,S1
Statistika,Universitas Lambung Mangkurat,S1
Perikanan Tangkap,Universitas Lambung Mangkurat,S1
Kimia,Universitas Lambung Mangkurat,S1
Pendidikan Fisika,Universitas Lambung Mangkurat,S1
Pendidikan Profesi Guru,Universitas Lambung Mangkurat,Profesi
Pendidikan Ekonomi,Universitas Lampung,S1
Ilmu Komunikasi,Universitas Lampung,S1
Teknik Sipil,Universitas Lampung,S1
Kimia,Universitas Lampung,S1
Ilmu Tanah,Universitas Lampung,S1
Ilmu Kelautan,Universitas Lampung,S1
Perpustakaan,Universitas Lampung,D-III
Kehutanan,Universitas Lampung,S1
Pendidikan Guru Pendidikan Anak Usia Dini,Universitas Lampung,S1
Agroteknologi,Universitas Lampung,S1
Teknik Geofisika,Universitas Lampung,S1
Manajemen,Universitas Lampung,S1
Hubungan Internasional,Universitas Lampung,S1
Teknik Mesin,Universitas Lampung,D-III
Teknik Survey Dan Pemetaan,Universitas Lampung,D-III
Manajemen Informatika,Universitas Lampung,D-III
Budidaya Perairan,Universitas Lampung,S1
Akuntan,Universitas Lampung,Profesi
Ilmu Pemerintahan,Universitas Lampung,S1
Agribisnis,Universitas Lampung,S1
Pendidikan Guru Sekolah Dasar,Universitas Lampung,S1
Pendidikan Bahasa Perancis,Universitas Lampung,S1
Pendidikan Bahasa Dan Sastra Indonesia,Universitas Lampung,S1
Pendidikan Kimia,Universitas Lampung,S1
Pendidikan Geografi,Universitas Lampung,S1
Teknik Informatika,Universitas Lampung,S1
Teknik Geodesi,Universitas Lampung,S1
Arsitektur,Universitas Lampung,S1
Sekretari,Universitas Lampung,D-III
Penyuluhan Pertanian,Universitas Lampung,S1
Proteksi Tanaman,Universitas Lampung,S1
Teknologi Industri Pertanian,Universitas Lampung,S1
Agronomi,Universitas Lampung,S1
Sumberdaya Akuatik,Universitas Lampung,S1
Akuntansi,Universitas Lampung,S1
Sosiologi,Universitas Lampung,S1
Perkebunan,Universitas Lampung,D-III
Hubungan Masyarakat,Universitas Lampung,D-III
Fisika,Universitas Lampung,S1
Peternakan,Universitas Lampung,S1
Teknik Sipil,Universitas Lampung,D-III
Teknologi Hasil Pertanian,Universitas Lampung,S1
Ekonomi Pembangunan,Universitas Lampung,S1
Pendidikan Tari,Universitas Lampung,S1
Bimbingan Dan Konseling,Universitas Lampung,S1
Matematika,Universitas Lampung,S1
Akuntansi,Universitas Lampung,D-III
Pendidikan Biologi,Universitas Lampung,S1
Manajemen Pemasaran,Universitas Lampung,D-III
Perpajakan,Universitas Lampung,D-III
Keuangan Dan Perbankan,Universitas Lampung,D-III
Teknik Mesin,Universitas Lampung,S1
Teknik Elektro,Universitas Lampung,S1
Pendidikan Matematika,Universitas Lampung,S1
Pendidikan Sejarah,Universitas Lampung,S1
Pendidikan Fisika,Universitas Lampung,S1
Pendidikan Pancasila Dan Kewarganegaraan,Universitas Lampung,S1
Teknik Pertanian,Universitas Lampung,S1
Teknik Kimia,Universitas Lampung,S1
Pendidikan Teknologi Informasi,Universitas Lampung,S1
Pendidikan Profesi Guru,Universitas Lampung,Profesi
Pendidikan Musik,Universitas Lampung,S1
Nutrisi Dan Teknologi Pakan Ternak,Universitas Lampung,S1
Biologi,Universitas Lampung,S1
Ilmu Hukum,Universitas Lampung,S1
Ilmu Administrasi Negara,Universitas Lampung,S1
Profesi Insinyur,Universitas Lampung,Profesi
Pendidikan Bahasa Inggris,Universitas Lampung,S1
Ilmu Administrasi Bisnis,Universitas Lampung,S1
Pendidikan Jasmani,Universitas Lampung,S1
Biologi Terapan,Universitas Lampung,S1
Arsitektur,Universitas Lancang Kuning,S1
Pendidikan Bahasa Inggris,Universitas Lancang Kuning,S1
Teknik Informatika,Universitas Lancang Kuning,S1
Teknik Sipil,Universitas Lancang Kuning,S1
Ilmu Administrasi Negara,Universitas Lancang Kuning,S1
Pendidikan Guru Pendidikan Anak Usia Dini,Universitas Lancang Kuning,S1
Sistem Informasi,Universitas Lancang Kuning,S1
Manajemen,Universitas Lancang Kuning,S1
Ilmu Hukum,Universitas Lancang Kuning,S1
Akuntansi,Universitas Lancang Kuning,S1
Agribisnis,Universitas Lancang Kuning,S1
Agroteknologi,Universitas Lancang Kuning,S1
Sastra Inggris,Universitas Lancang Kuning,S1
Sastra Daerah,Universitas Lancang Kuning,S1
Sastra Indonesia,Universitas Lancang Kuning,S1
Ilmu Perpustakaan,Universitas Lancang Kuning,S1
Pendidikan Biologi,Universitas Lancang Kuning,S1
Teknik Elektro,Universitas Lancang Kuning,S1
Kehutanan,Universitas Lancang Kuning,S1
Pendidikan Guru Sekolah Dasar,Universitas Langlang Buana,S1
Ilmu Hukum,Universitas Langlang Buana,S1
Manajemen,Universitas Langlang Buana,S1
Kepolisian,Universitas Langlang Buana,D-III
Pendidikan Ekonomi,Universitas Langlang Buana,S1
Teknik Elektro,Universitas Langlang Buana,S1
Teknik Informatika,Universitas Langlang Buana,S1
Arsitektur,Universitas Langlang Buana,S1
Pendidikan Matematika,Universitas Langlang Buana,S1
Ilmu Komunikasi,Universitas Langlang Buana,S1
Ilmu Pemerintahan,Universitas Langlang Buana,S1
Akuntansi,Universitas Langlang Buana,S1
Teknik Sipil,Universitas Langlang Buana,S1
Ilmu Kesejahteraan Sosial,Universitas Langlang Buana,S1
Teknik Industri,Universitas Langlang Buana,S1
Administrasi Bisnis,Universitas Lintas Internasional Indonesia,S1
Teknik Industri,Universitas Lintas Internasional Indonesia,S1
Manajemen,Universitas Lintas Internasional Indonesia,S1
Ilmu Hubungan Internasional,Universitas Lintas Internasional Indonesia,S1
Teknik Penerbangan,Universitas Lintas Internasional Indonesia,S1
Manajemen Perhotelan Dan Pariwisata,Universitas Lintas Internasional Indonesia,S1
Teknik Farmasi,Universitas Lintas Internasional Indonesia,S1
Teknologi Pangan,Universitas Lintas Internasional Indonesia,S1
Teknik Elektro,Universitas Lintas Internasional Indonesia,S1
Teknik Mesin,Universitas Lintas Internasional Indonesia,S1
Teknik Informatika,Universitas Lintas Internasional Indonesia,S1
Teknik Kimia,Universitas Lintas Internasional Indonesia,S1
Ilmu Administrasi Negara,Universitas Lumajang,S1
Agribisnis,Universitas Lumajang,S1
Ilmu Hukum,Universitas Lumajang,S1
Teknik Industri,Universitas Ma Chung,S1
Pendidikan Bahasa Mandarin,Universitas Ma Chung,S1
Kimia,Universitas Ma Chung,S1
Desain Komunikasi Visual -,Universitas Ma Chung,S1
Akuntansi,Universitas Ma Chung,S1
Manajemen,Universitas Ma Chung,S1
Teknik Informatika,Universitas Ma Chung,S1
Sastra Inggris,Universitas Ma Chung,S1
Sistem Informasi,Universitas Ma Chung,S1
Teknik Komputer,Universitas Maarif Hasyim Latif,D-III
Akuntansi,Universitas Maarif Hasyim Latif,D-III
Teknik Informatika,Universitas Maarif Hasyim Latif,S1
Desain Komunikasi Visual,Universitas Maarif Hasyim Latif,S1
Akuntansi,Universitas Maarif Hasyim Latif,S1
Ilmu Hukum,Universitas Maarif Hasyim Latif,S1
Manajemen,Universitas Maarif Hasyim Latif,S1
Teknik Mesin,Universitas Maarif Hasyim Latif,S1
Teknik Industri,Universitas Maarif Hasyim Latif,S1
Teknik Sipil,Universitas Ma'arif Nahdlatul Ulama Kebumen,S1
Pendidikan Bahasa Indonesia,Universitas Ma'arif Nahdlatul Ulama Kebumen,S1
Pendidikan Anak Usia Dini,Universitas Ma'arif Nahdlatul Ulama Kebumen,S1
Pendidikan Olah Raga,Universitas Ma'arif Nahdlatul Ulama Kebumen,S1
Pendidikan Bahasa Inggris,Universitas Ma'arif Nahdlatul Ulama Kebumen,S1
Peternakan,Universitas Ma'arif Nahdlatul Ulama Kebumen,S1
Teknik Informatika,Universitas Ma'arif Nahdlatul Ulama Kebumen,S1
Agroteknologi,Universitas Ma'arif Nahdlatul Ulama Kebumen,S1
Biologi,Universitas Ma'arif Nahdlatul Ulama Kebumen,S1
Budidaya Perairan,Universitas Madako Tolitoli,S1
Pendidikan Guru Sekolah Dasar,Universitas Madako Tolitoli,S1
Peternakan,Universitas Madako Toli-toli,S1
Budidaya Perairan,Universitas Madako Toli-toli,S1
Arsitektur,Universitas Madako Toli-toli,S1
Agroteknologi,Universitas Madako Toli-toli,S1
Pendidikan Bahasa Inggris,Universitas Madako Toli-toli,S1
Teknologi Pendidikan,Universitas Madako Toli-toli,S1
Ilmu Administrasi Negara,Universitas Madako Toli-toli,S1
Ilmu Pemerintahan,Universitas Madako Toli-toli,S1
Manajemen,Universitas Madako Toli-toli,S1
Teknik Sipil,Universitas Madako Toli-toli,S1
Ekonomi Pembangunan,Universitas Madako Toli-toli,S1
Ilmu Hukum,Universitas Madako Toli-toli,S1
Manajemen,Universitas Madura,S1
Pendidikan Matematika,Universitas Madura,S1
Teknik Informatika,Universitas Madura,S1
Teknik Sipil,Universitas Madura,S1
Hukum,Universitas Madura,S1
Peternakan,Universitas Madura,S1
Informatika,Universitas Madura,S1
Akuntansi,Universitas Madura,S1
Pendidikan Bahasa Inggris,Universitas Madura,S1
Administrasi Publik,Universitas Madura,S1
Pendidikan Bahasa Indonesia,Universitas Madura,S1
Bimbingan Dan Konseling,Universitas Mahadewa Indonesia,S1
Pendidikan Bahasa Indonesia Dan Daerah,Universitas Mahadewa Indonesia,S1
Pendidikan Biologi,Universitas Mahadewa Indonesia,S1
Pendidikan Matematika,Universitas Mahadewa Indonesia,S1
Pendidikan Sejarah,Universitas Mahadewa Indonesia,S1
Pendidikan Ekonomi,Universitas Mahadewa Indonesia,S1
Pendidikan Seni Rupa,Universitas Mahadewa Indonesia,S1
Perhotelan,Universitas Mahakarya Asia,D-III
Sistem Informasi (Kampus Kota Jakarta),Universitas Mahakarya Asia,S1
Manajemen Informatika (Kampus Kab Ogan Komering Ulu),Universitas Mahakarya Asia,D-III
Manajemen,Universitas Mahakarya Asia,S1
Akuntansi,Universitas Mahakarya Asia,S1
Teknik Informatika (Kampus Kota Jakarta),Universitas Mahakarya Asia,S1
Akuntansi,Universitas Mahaputra Muhammad Yamin,S1
Agroteknologi,Universitas Mahaputra Muhammad Yamin,S1
Ilmu Hukum,Universitas Mahaputra Muhammad Yamin,S1
Pendidikan Bahasa Inggris,Universitas Mahaputra Muhammad Yamin,S1
Pendidikan Matematika,Universitas Mahaputra Muhammad Yamin,S1
Pendidikan Ekonomi,Universitas Mahaputra Muhammad Yamin,S1
Pendidikan Biologi,Universitas Mahaputra Muhammad Yamin,S1
Manajemen,Universitas Mahaputra Muhammad Yamin,S1
Manajemen Informatika,Universitas Mahaputra Muhammad Yamin,D-III
Agribisnis,Universitas Mahaputra Muhammad Yamin,S1
Peternakan,Universitas Mahaputra Muhammad Yamin,S1
Pendidikan Bahasa Indonesia,Universitas Mahaputra Muhammad Yamin,S1
Akuntansi,Universitas Mahasaraswati Denpasar,S1
Agribisnis,Universitas Mahasaraswati Denpasar,S1
Pendidikan Matematika,Universitas Mahasaraswati Denpasar,S1
Pendidikan Bahasa Dan Sastra Indonesia,Universitas Mahasaraswati Denpasar,S1
Pendidikan Sejarah,Universitas Mahasaraswati Denpasar,S1
Pendidikan Biologi,Universitas Mahasaraswati Denpasar,S1
Teknik Sipil,Universitas Mahasaraswati Denpasar,S1
Agroteknologi,Universitas Mahasaraswati Denpasar,S1
Ilmu Hukum,Universitas Mahasaraswati Denpasar,S1
Manajemen,Universitas Mahasaraswati Denpasar,S1
Sastra Jepang,Universitas Mahasaraswati Denpasar,S1
Sastra Inggris,Universitas Mahasaraswati Denpasar,S1
Teknik Sipil K. Mataram,Universitas Mahasaraswati Denpasar,S1
Hukum K. Mataram,Universitas Mahasaraswati Denpasar,S1
Pendidikan Bahasa Inggris,Universitas Mahasaraswati Denpasar,S1
Agribisnis,Universitas Mahasaraswati Denpasar,S1
Manajemen K. Mataram,Universitas Mahasaraswati Denpasar,S1
Ilmu Hukum,Universitas Mahendradatta,S1
Manajemen,Universitas Mahendradatta,S1
Ilmu Administrasi Negara,Universitas Mahendradatta,S1
Kewirausahaan,Universitas Mahendradatta,S1
Teknik Industri,Universitas Mahendradatta,S1
Teknik Mesin,Universitas Majalengka,S1
Pendidikan Biologi,Universitas Majalengka,S1
Pendidikan Agama Islam,Universitas Majalengka,S1
Pendidikan Guru Sekolah Dasar,Universitas Majalengka,S1
Teknik Sipil,Universitas Majalengka,S1
Ilmu Komunikasi,Universitas Majalengka,S1
Akuntansi,Universitas Majalengka,S1
Manajemen,Universitas Majalengka,S1
Pendidikan Islam Anak Usia Dini,Universitas Majalengka,S1
Ekonomi Syariah,Universitas Majalengka,S1
Agroteknologi,Universitas Majalengka,S1
Peternakan,Universitas Majalengka,S1
Pendidikan Bahasa Dan Sastra Indonesia,Universitas Majalengka,S1
Teknik Industri,Universitas Majalengka,S1
Pendidikan Matematika,Universitas Majalengka,S1
Pendidikan Biologi,Universitas Majalengka,S1
Teknik Informatika,Universitas Majalengka,S1
Agribisnis,Universitas Majalengka,S1
Pendidikan Bahasa Inggris,Universitas Majalengka,S1
Ilmu Hukum,Universitas Majalengka,S1
Ilmu Administrasi Negara,Universitas Majalengka,S1
Kebidanan,UNIVERSITAS MALAHAYATI,D-III
Kedokteran,UNIVERSITAS MALAHAYATI,S1
Dokter,UNIVERSITAS MALAHAYATI,Profesi
Teknik Sipil,Universitas Malahayati,S1
Teknik Industri,Universitas Malahayati,S1
Akuntansi,Universitas Malahayati,S1
Manajemen,Universitas Malahayati,S1
Teknik Lingkungan,Universitas Malahayati,S1
Teknik Mesin,Universitas Malahayati,S1
Ilmu Hukum,Universitas Malahayati,S1
Psikologi,Universitas Malahayati,S1
Teknik Industri,Universitas Malikussaleh,S1
Teknik Mesin,Universitas Malikussaleh,S1
Teknik Informatika,Universitas Malikussaleh,S1
Antropologi,Universitas Malikussaleh,S1
Pendidikan Bahasa Indonesia,Universitas Malikussaleh,S1
Ekonomi Pembangunan,Universitas Malikussaleh,S1
Manajemen,Universitas Malikussaleh,S1
Administrasi Bisnis,Universitas Malikussaleh,S1
Ilmu Politik,Universitas Malikussaleh,S1
Pendidikan Matematika,Universitas Malikussaleh,S1
Psikologi,Universitas Malikussaleh,S1
Pendidikan Vokasional Teknik Mesin,Universitas Malikussaleh,S1
Ekonomi Syariah,Universitas Malikussaleh,S1
Akuakultur,Universitas Malikussaleh,S1
Sosiologi,Universitas Malikussaleh,S1
Pendidikan Kimia,Universitas Malikussaleh,S1
Pendidikan Fisika,Universitas Malikussaleh,S1
Administrasi Publik,Universitas Malikussaleh,S1
Hukum,Universitas Malikussaleh,S1
Agroekoteknologi,Universitas Malikussaleh,S1
Arsitektur,Universitas Malikussaleh,S1
Ilmu Komunikasi,Universitas Malikussaleh,S1
Teknik Elektro,Universitas Malikussaleh,S1
Agribisnis,Universitas Malikussaleh,S1
Teknik Sipil,Universitas Malikussaleh,S1
Akuntansi,Universitas Malikussaleh,S1
Sistem Informasi,Universitas Malikussaleh,S1
Teknik Kimia,Universitas Malikussaleh,S1
Ilmu Kelautan,Universitas Malikussaleh,S1
Kesekretariatan,Universitas Malikussaleh,D-III
Transportasi,Universitas Maritim Amni,S1
Teknika,Universitas Maritim Amni,D-III
Nautika,Universitas Maritim Amni,D-III
Ketatalaksanaan Pelayaran Niaga Dan Kepelabuhan,Universitas Maritim Amni,D-III
Ilmu Pemerintahan,Universitas Maritim Raja Ali Haji,S1
Teknik Elektro,Universitas Maritim Raja Ali Haji,S1
Teknik Informatika,Universitas Maritim Raja Ali Haji,S1
Akuntansi,Universitas Maritim Raja Ali Haji,S1
Pendidikan Bahasa Dan Sastra Indonesia,Universitas Maritim Raja Ali Haji,S1
Teknologi Hasil Perikanan,Universitas Maritim Raja Ali Haji (UMRAH),S1
Budidaya Perairan,Universitas Maritim Raja Ali Haji (UMRAH),S1
Ilmu Kelautan,Universitas Maritim Raja Ali Haji (UMRAH),S1
Sosial Ekonomi Perikanan,Universitas Maritim Raja Ali Haji (UMRAH),S1
Pendidikan Biologi,Universitas Maritim Raja Ali Haji (UMRAH),S1
Ilmu Hukum,Universitas Maritim Raja Ali Haji (UMRAH),S1
Pendidikan Kimia,Universitas Maritim Raja Ali Haji (UMRAH),S1
Manajemen,Universitas Maritim Raja Ali Haji (UMRAH),S1
Ilmu Hubungan Internasional,Universitas Maritim Raja Ali Haji (UMRAH),S1
Pendidikan Matematika,Universitas Maritim Raja Ali Haji (UMRAH),S1
Pendidikan Bahasa Inggris,Universitas Maritim Raja Ali Haji (UMRAH),S1
Manajemen Sumber Daya Perairan,Universitas Maritim Raja Ali Haji (UMRAH),S1
Ilmu Administrasi Negara,Universitas Maritim Raja Ali Haji (UMRAH),S1
Sosiologi,Universitas Maritim Raja Ali Haji (UMRAH),S1
Manajemen Informatika,Universitas Ma'soem,D-III
Komputerisasi Akuntansi,Universitas Ma'soem,D-III
Bimbingan Dan Konseling,Universitas Ma'soem,S1
Agribisnis,Universitas Ma'soem,S1
Teknologi Pangan,Universitas Ma'soem,S1
Sistem Informasi,Universitas Ma'soem,S1
Pendidikan Bahasa Inggris,Universitas Ma'soem,S1
Teknik Informatika,Universitas Matana,S1
Sistem Komputer,Universitas Matana,S1
Manajemen,Universitas Matana,S1
Akuntansi,Universitas Matana,S1
Desain Komunikasi Visual,Universitas Matana,S1
Hospitaliti Dan Pariwisata,Universitas Matana,S1
Arsitektur,Universitas Matana,S1
Statistika,Universitas Matana,S1
Fisika,Universitas Matana,S1
Sistem Informasi,Universitas Matana,S1
Kehutanan,Universitas Mataram,S1
Matematika,Universitas Mataram,S1
Kimia,Universitas Mataram,S1
Biologi,Universitas Mataram,S1
Fisika,Universitas Mataram,S1
Manajemen,Universitas Mataram,S1
Kedokteran,UNIVERSITAS MATARAM,S1
Akuntansi,Universitas Mataram,S1
Pariwisata K. Kab. Lombok Utara,Universitas Mataram,D-III
Agroekoteknologi,Universitas Mataram,S1
Teknik Mesin,Universitas Mataram,S1
Pariwisata,Universitas Mataram,D-III
Kesehatan Hewan K. Bima,Universitas Mataram,D-III
Ilmu Tanah,Universitas Mataram,S1
Budidaya Perikanan Kab Lombok Utara,Universitas Mataram,D-III
Hubungan Internasional,Universitas Mataram,S1
Pendidikan Sosiologi,Universitas Mataram,S1
Sosiologi,Universitas Mataram,S1
Ilmu Komunikasi,Universitas Mataram,S1
Teknik Informatika,Universitas Mataram,S1
Teknik Sipil,Universitas Mataram,S1
Pendidikan Biologi,Universitas Mataram,S1
Pendidikan Bahasa Dan Sastra Indonesia,Universitas Mataram,S1
Agribisnis,Universitas Mataram,S1
Perpajakan,Universitas Mataram,D-III
Ilmu Hukum,Universitas Mataram,S1
Pendidikan Bahasa Inggris,Universitas Mataram,S1
Ilmu Dan Teknologi Pangan,Universitas Mataram,S1
Akuntansi,Universitas Mataram,D-III
Teknik Elektro,Universitas Mataram,S1
Pendidikan Kimia,Universitas Mataram,S1
Pendidikan Guru Pendidikan Anak Usia Dini,Universitas Mataram,S1
Peternakan,Universitas Mataram,S1
Agribisnis Peternakan,Universitas Mataram,D-III
Teknik Pertanian,Universitas Mataram,S1
Pendidikan Matematika,Universitas Mataram,S1
Pendidikan Pancasila Dan Kewarganegaraan,Universitas Mataram,S1
Pendidikan Fisika,Universitas Mataram,S1
Ekonomi Pembangunan,Universitas Mataram,S1
Manajemen Informatika,Universitas Mathla Ul Anwar,D-III
Teknologi Pangan,Universitas Mathla Ul Anwar,S1
Hukum Keluarga (Ahwal Syakhshiyah),Universitas Mathla Ul Anwar,S1
Ekonomi Syariah,Universitas Mathla Ul Anwar,S1
Teknik Sipil,Universitas Mathla Ul Anwar,S1
Bimbingan Dan Konseling,Universitas Mathla Ul Anwar,S1
Teknik Mesin,Universitas Mathla Ul Anwar,S1
Pendidikan Matematika,Universitas Mathla Ul Anwar,S1
Ilmu Komunikasi,Universitas Mathla Ul Anwar,S1
Manajemen,Universitas Mathla`ul Anwar,S1
